用户ID,商家ID,评分,评论时间
6ObFF8-uKnOAlXuSH4TlyQ,WbA5ud4InNWkizW7HE5kRQ,4.0,2013-05-24 06:25:39
6ObFF8-uKnOAlXuSH4TlyQ,XyGRDrgCK0z4CiA6nhwEaw,5.0,2020-12-30 19:42:45
6ObFF8-uKnOAlXuSH4TlyQ,ZCF-HvfbITnNcaomqT5XRw,5.0,2013-04-09 04:50:58
6ObFF8-uKnOAlXuSH4TlyQ,dtWFuvupLrMmPb09uy6wVw,4.0,2013-05-22 06:59:45
6ObFF8-uKnOAlXuSH4TlyQ,eUoV6GeeP3GPm9Q3LK3apg,5.0,2012-06-06 18:39:09
6ObFF8-uKnOAlXuSH4TlyQ,elP0Xn9HyP6cRBuzbJdTpw,5.0,2015-10-28 06:13:57
6ObFF8-uKnOAlXuSH4TlyQ,gQ5_wcFqhplc9xrnSCt6-Q,3.0,2020-12-16 18:27:59
6ObFF8-uKnOAlXuSH4TlyQ,gciMEyy9sIcwSMREEvNiXA,5.0,2015-09-17 06:59:29
6ObFF8-uKnOAlXuSH4TlyQ,irbp3bTab2D2OL7p8D0huw,5.0,2016-03-29 07:00:06
6ObFF8-uKnOAlXuSH4TlyQ,ltmenUcFgNv7fPOU2BiwKw,3.0,2015-08-13 05:34:13
6ObFF8-uKnOAlXuSH4TlyQ,muxda1cSVtplETqTfYVgZA,2.0,2012-12-10 06:35:52
6ObFF8-uKnOAlXuSH4TlyQ,o3woQWQ-0HxFftItIEeNdw,5.0,2021-07-08 18:51:57
6ObFF8-uKnOAlXuSH4TlyQ,tV46IhCfHbsx_af-pMupiw,3.0,2012-09-11 04:32:24
6ObFF8-uKnOAlXuSH4TlyQ,tpvHimO4BBn1QMPQL02B7A,5.0,2021-04-13 06:11:40
6ObFF8-uKnOAlXuSH4TlyQ,u6P6I5PZnSlnILY5nFWBJA,5.0,2013-05-10 20:29:32
6ObFF8-uKnOAlXuSH4TlyQ,uRYoY6ycuZUAO88dM6sauw,2.0,2013-03-29 04:40:18
6ObFF8-uKnOAlXuSH4TlyQ,vSS_H_9mEARWnQe7NtFNSg,4.0,2012-04-11 16:50:39
6ObFF8-uKnOAlXuSH4TlyQ,whi0nRqdeKE8FGuIzdkYvQ,5.0,2016-05-24 06:56:34
6ObFF8-uKnOAlXuSH4TlyQ,wj8XtPyuREj8_0GQz3LZ6w,3.0,2013-04-24 06:38:02
6ObFF8-uKnOAlXuSH4TlyQ,zJpBMqVuAzcBhHZSe0-18w,3.0,2018-10-17 05:49:29
6PWUTlb2hRu0SlzcE3IX0A,O0CyCnSFr7cYK78nH2w25Q,5.0,2020-02-03 18:19:45
6QisM8Z_09QPEe__NIcNUw,TDRw3TX_lMAqwsHRfVOiRQ,4.0,2021-06-23 20:38:59
6RprIXnJO7MGzeohTnYxPg,oXr3EhnQCqA8SNWIZ3H4Fg,5.0,2018-10-15 15:30:16
6TAa3ViO9EcAznbWza0aPw,2KIDQyTh-HzLxOUEDqtDBg,4.0,2017-10-10 17:42:06
6TAa3ViO9EcAznbWza0aPw,5JALyrPLmMkJ97FVxiOApw,4.0,2018-02-25 01:27:16
6TAa3ViO9EcAznbWza0aPw,Wf9Ir1pvAmQL5GXgBEvCcA,4.0,2019-01-21 00:46:59
6UMnwkazW4KYC-C4yl8PWg,W57360g1e7xMGerm7wPW0Q,5.0,2021-02-22 01:56:55
6VQZtC97AE3xImIJIJvakA,hp9h_Cq-W0ki7JMArSvYSQ,5.0,2018-05-09 03:10:58
6VQZtC97AE3xImIJIJvakA,zIAYfpeYbnADNwJzVcGE8A,5.0,2016-03-22 15:24:58
6VjLDddIe4N3vZbtSNww8g,f_E5dlBz-78uL8tTQYNPew,5.0,2016-01-17 20:45:05
6W3Q7wpC9IU0xgLIMNs0Jw,oGDGlUbOjHxmmCh8ZYcDCg,3.0,2013-10-23 16:02:50
6WG2IGTVr-xKn0pYQZJGjw,0oSSjekU-3GR8gselReWnA,4.0,2009-01-12 00:31:57
6WG2IGTVr-xKn0pYQZJGjw,5ICrDkwtX4ykKOLVJ1tFJA,5.0,2010-08-17 12:53:58
6WG2IGTVr-xKn0pYQZJGjw,5bjdjgtF_I5XE3H5Yyb6Rw,4.0,2009-03-18 16:01:22
6WG2IGTVr-xKn0pYQZJGjw,HS5CfzQ_gOJHgqwtv9rvNQ,4.0,2010-06-01 14:35:58
6WG2IGTVr-xKn0pYQZJGjw,Iyopb5uFIBT_HOgp8ipSfw,4.0,2010-05-29 14:57:59
6WG2IGTVr-xKn0pYQZJGjw,JrDLf5e-awIC0suNlK39Zw,5.0,2010-10-27 16:23:07
6WG2IGTVr-xKn0pYQZJGjw,KTGEa8V9ec0QBYM_uk1YLQ,5.0,2010-10-29 14:40:36
6WG2IGTVr-xKn0pYQZJGjw,LzVvcVm48zYIcQnwLKt1oA,5.0,2010-09-28 15:34:30
6WG2IGTVr-xKn0pYQZJGjw,NYj8uB9-u0SmRMNDNktb1g,4.0,2008-07-30 14:30:05
6WG2IGTVr-xKn0pYQZJGjw,YqmClmk7oLcDzPWKHzgA-Q,5.0,2010-07-26 21:37:08
6WG2IGTVr-xKn0pYQZJGjw,eLAd1Jw-g1NKymBx1XPDoA,4.0,2010-07-01 12:50:38
6WG2IGTVr-xKn0pYQZJGjw,lFs4LIQn_kbsLozQzk-4Qg,4.0,2010-05-26 21:18:05
6WG2IGTVr-xKn0pYQZJGjw,poviu-6n3iaRE4gdQz6OYw,5.0,2014-02-13 20:01:51
6WG2IGTVr-xKn0pYQZJGjw,y6-J_UjNk69VNLb39c_5CA,2.0,2010-06-18 13:34:32
6WG2IGTVr-xKn0pYQZJGjw,zwd4dyQ5ovnjVojWfAuhMw,4.0,2010-11-08 18:51:16
6WiwqW1UorLCKYMiCuKALA,-8oIIpYJAXWg-G3glapMmQ,5.0,2016-12-21 01:47:00
6YshIhj35cYLgCz3Y-fgNA,6Aa0t9YWJNknGP9tHWmG5Q,5.0,2015-05-07 22:55:36
6ZNnGHBEk2ZZctdC0fX8vw,-pyobEWdpZ6jUp42f3I2xw,5.0,2017-11-11 03:10:00
6_ARKHUvP8WIF1rjSlQgjg,gowa-c0fpgvosQnRWF9V3g,3.0,2019-10-12 21:56:45
6_VZC1O_WcmoEg54M-hCFQ,4WdDY97x4GdMYtyk1KQMnw,5.0,2018-08-06 21:10:33
6bVqgocLbgPxTFEpGl0j7Q,LHSTtnW3YHCeUkRDGyJOyw,3.0,2015-03-18 01:36:47
6bxzJaXxGCqApmJsyIlr9w,hHs2Ytn2QSHnFscnALsLlQ,5.0,2016-11-16 03:09:14
6ce1NSAUt1Kr7efrLI8XQA,5KV72HrGjraMn9w5_FugDw,5.0,2017-07-06 15:38:34
6ce1NSAUt1Kr7efrLI8XQA,Qo14LZITJ4fIhSdqOVsm6w,4.0,2019-02-06 22:49:14
6ce1NSAUt1Kr7efrLI8XQA,W57360g1e7xMGerm7wPW0Q,4.0,2019-10-12 14:43:40
6ce1NSAUt1Kr7efrLI8XQA,tRrwvG_26qqzMlNIYyz-TQ,5.0,2017-05-20 14:45:34
6dUHOzfvZMLP26nb9xkwiw,VwDrUaY7PPkvfD6M1dAVBQ,2.0,2014-01-16 15:14:28
6eE1uVdsj-d3_ABwoeJKGg,fC03dk7N8XV-RzGh0UJgmA,4.0,2020-12-31 19:47:26
6eI0CK2S2zdibLXonD6exQ,LporxuZB4AEg4mhLYhfpDw,1.0,2018-04-22 19:15:40
6gpEjxZfnPqgZbriLbvSew,J8S7cPPlTgsQnXKVfTyN8g,1.0,2014-09-12 20:54:26
6hROs5UJ9p12sAaJb8BxVg,XBRQ_MpGrRq8IeeNO_bYEw,4.0,2015-08-05 15:10:22
6i7XsIdjmExkLJJ8RggRyg,6iqDIQCE8sq7Xq1xvhG1Tg,4.0,2015-02-24 00:45:21
6i7XsIdjmExkLJJ8RggRyg,Pr-OrQ0-hNPFdp8bVZN6Lg,5.0,2014-09-14 15:25:26
6i7XsIdjmExkLJJ8RggRyg,ZTkUPKhgLBpEbNDo8Mi2xQ,5.0,2019-07-18 16:02:37
6i7XsIdjmExkLJJ8RggRyg,hjRxa6xpKOwnbUgGvVCE5Q,5.0,2016-12-05 16:33:34
6igxK233DYciD6qSItS2-Q,eX7o_-s5TmDT-DMfTV4cmw,1.0,2019-04-25 17:24:46
6j5Y9Q8wgJXl--AIMKaH8A,Aews7EoMh_crFva-uNbVYQ,4.0,2013-08-19 18:56:05
6j5Y9Q8wgJXl--AIMKaH8A,Yz4BD3vf8-d14j2T2FgYxA,4.0,2017-03-22 11:48:48
6j5Y9Q8wgJXl--AIMKaH8A,dtU_DsHVOCi-2-mWe7gabw,5.0,2013-06-04 20:33:24
6j5Y9Q8wgJXl--AIMKaH8A,oUgmm76-UCd5N0z4xwDOYw,4.0,2013-04-17 13:13:29
6jjHo9Lilv3kTy87pm2ycw,6LAp-gSP9Kk4ZvxijXaxIw,4.0,2020-09-21 20:23:00
6jjHo9Lilv3kTy87pm2ycw,9n-1LQLX3ntBfBtMwgSpig,4.0,2020-08-12 14:55:33
6jjHo9Lilv3kTy87pm2ycw,FXsu9JqnLl2D0wqeQP4QKw,5.0,2021-04-13 02:26:58
6jjHo9Lilv3kTy87pm2ycw,H1lSVZSPz-Mz0P3g7o-SYQ,4.0,2021-01-01 23:31:11
6jjHo9Lilv3kTy87pm2ycw,HNMN7NhEvA64Z0FDEA2Twg,4.0,2020-11-01 19:21:57
6jjHo9Lilv3kTy87pm2ycw,HgPTy_OGoaxllb2EXkC1sQ,5.0,2021-09-07 22:21:26
6jjHo9Lilv3kTy87pm2ycw,I5jxUHS1Dp2rg40eDzyiCA,5.0,2020-10-08 09:08:37
6jjHo9Lilv3kTy87pm2ycw,JtY9OkVp8lfdFVTahNjHdw,4.0,2020-09-26 03:14:56
6jjHo9Lilv3kTy87pm2ycw,L5LLN0RafiV1Z9cddzvuCw,5.0,2020-01-13 02:22:36
6jjHo9Lilv3kTy87pm2ycw,MXTV7gLn1GcgBIskfIXwMg,4.0,2021-03-17 05:02:46
6jjHo9Lilv3kTy87pm2ycw,NB5XTBuLVCn7c9Lu5SUqKg,3.0,2021-07-16 05:01:42
6jjHo9Lilv3kTy87pm2ycw,OWOOc0YjU_kioLeEgo5VCA,5.0,2021-07-18 05:42:23
6jjHo9Lilv3kTy87pm2ycw,Pud2rnFwby48KD1qSaAAXg,3.0,2020-02-09 18:13:37
6jjHo9Lilv3kTy87pm2ycw,S2n_06z4lGLZfdJ53XAXQQ,5.0,2021-07-23 00:47:02
6jjHo9Lilv3kTy87pm2ycw,UUDGbu6-nK97evc2LaevGQ,4.0,2021-04-26 02:56:45
6jjHo9Lilv3kTy87pm2ycw,U_xXDEstWkdhmQR8IWHVCw,3.0,2020-09-23 23:04:48
6jjHo9Lilv3kTy87pm2ycw,Ucl9Vo5lwrUmYbV8Dv8X5g,4.0,2019-08-09 22:17:50
6jjHo9Lilv3kTy87pm2ycw,UoDicg0wO3Q1JPUymA-91w,5.0,2021-05-01 08:13:54
6jjHo9Lilv3kTy87pm2ycw,Vn6fOha6UZ2HGyZoAcxPkw,4.0,2021-03-15 04:53:00
6jjHo9Lilv3kTy87pm2ycw,W2lEjwsnCqm3SmjleJ0xlw,2.0,2021-02-08 03:54:17
6jjHo9Lilv3kTy87pm2ycw,aAjOFpX5SBSoDkAsBSZeZw,5.0,2021-06-08 22:06:23
6jjHo9Lilv3kTy87pm2ycw,aQFQIlyHasaTz5DtjV57nQ,4.0,2020-01-19 03:43:17
6jjHo9Lilv3kTy87pm2ycw,cXm3EXarmMkvcoEwQgqilg,5.0,2020-09-01 01:55:41
6jjHo9Lilv3kTy87pm2ycw,chxWW42Y3lB3dGCxSRvxsg,5.0,2021-03-19 05:45:18
6jjHo9Lilv3kTy87pm2ycw,dYYkzkiAQoOtRjdR0kcspw,5.0,2020-12-25 13:14:06
6jjHo9Lilv3kTy87pm2ycw,ei7oceWOL-u1hXsraus7ng,5.0,2021-07-23 03:48:10
6jjHo9Lilv3kTy87pm2ycw,gP_oWJykA2RocIs_GurKWQ,5.0,2021-11-24 10:54:03
6jjHo9Lilv3kTy87pm2ycw,j5siJykDq7GWzgSdpOjhdw,5.0,2021-03-14 12:06:39
6jjHo9Lilv3kTy87pm2ycw,j6dvIfAzbHccoySvaqjT4w,4.0,2020-08-20 19:56:08
6jjHo9Lilv3kTy87pm2ycw,oO_g1nb30W2or1swQAe3nQ,3.0,2020-08-12 23:13:33
6jjHo9Lilv3kTy87pm2ycw,pqcYTOo8kMYoNt4fjOm_vQ,3.0,2021-12-28 02:29:48
6jjHo9Lilv3kTy87pm2ycw,s2OLYBa-s3crujHbzO3Wcg,3.0,2020-12-26 00:03:55
6jjHo9Lilv3kTy87pm2ycw,sankqYOVWpYX_T5kGZRRKQ,5.0,2020-05-30 17:06:01
6jjHo9Lilv3kTy87pm2ycw,t99FUZpRk5eMd1G33T-05Q,5.0,2021-06-11 17:18:59
6jjHo9Lilv3kTy87pm2ycw,tEHgpkQT50Z-M0XafS8YoQ,5.0,2021-06-17 20:56:38
6jjHo9Lilv3kTy87pm2ycw,tkY5BJVXxUmP4jsKavkf2g,5.0,2021-08-19 00:54:57
6jjHo9Lilv3kTy87pm2ycw,yXJsY6k67TfO7du7UJVWCg,4.0,2020-09-01 21:13:56
6jjHo9Lilv3kTy87pm2ycw,ysWG1Hwm21UWCSlc_frXBg,4.0,2020-09-19 12:25:09
6kJFLAHV-tNsBEZaRTqEWQ,4RMHlggaIdNibPUJPVEd6w,5.0,2019-02-22 19:00:42
6kJFLAHV-tNsBEZaRTqEWQ,6GXMHrB8u-3nq87zE1Av0w,5.0,2021-11-29 19:25:55
6kJFLAHV-tNsBEZaRTqEWQ,7mpYTDb24SywNMRn3yeakQ,5.0,2019-05-02 11:12:55
6kJFLAHV-tNsBEZaRTqEWQ,7xckZSLRWf5uf3L1IsF1Kg,5.0,2021-12-23 12:59:02
6kJFLAHV-tNsBEZaRTqEWQ,CYSPKiVdoPX3erovujnE9Q,5.0,2018-10-13 19:21:20
6kJFLAHV-tNsBEZaRTqEWQ,DOl21AqtT74dUZ3kvXNNcA,4.0,2018-09-22 01:34:34
6kJFLAHV-tNsBEZaRTqEWQ,E1gf1YIWOo1BgzMUwJtEZg,5.0,2020-04-18 21:09:08
6kJFLAHV-tNsBEZaRTqEWQ,Gn_e8TJFSMcV1rzklJ9gLA,5.0,2019-03-07 12:28:21
6kJFLAHV-tNsBEZaRTqEWQ,HPqTJ_yF2ZJw87yHWnSzSg,5.0,2018-08-04 19:13:35
6kJFLAHV-tNsBEZaRTqEWQ,Iyopb5uFIBT_HOgp8ipSfw,5.0,2018-09-05 10:43:31
6kJFLAHV-tNsBEZaRTqEWQ,JDv3h1xRFIW8fXckqgTdRg,5.0,2021-12-12 01:21:03
6kJFLAHV-tNsBEZaRTqEWQ,Q9poenJ9SS3agpPo4Pgyyg,5.0,2020-12-23 22:54:26
6kJFLAHV-tNsBEZaRTqEWQ,RRIJlZUVvz2CkMrDn2UziQ,4.0,2018-06-13 01:44:16
6kJFLAHV-tNsBEZaRTqEWQ,SsdCrUeZlHqqGOWTfZ95Cw,5.0,2019-01-26 18:23:05
6kJFLAHV-tNsBEZaRTqEWQ,YN4Kk751tmdvoarGo8z7_A,4.0,2018-08-09 11:05:29
6kJFLAHV-tNsBEZaRTqEWQ,ZfAILO2iad90fCDtratcKg,5.0,2018-10-04 00:42:23
6kJFLAHV-tNsBEZaRTqEWQ,bLJP0fVgscuUQy0hE_CRXA,4.0,2018-11-07 00:49:09
6kJFLAHV-tNsBEZaRTqEWQ,d5fAUl4lKaNxGfiXj4Kygg,5.0,2018-12-18 13:42:18
6kJFLAHV-tNsBEZaRTqEWQ,fN12ywQpLXQ93bpwe1N_Ww,5.0,2019-04-14 12:44:36
6kJFLAHV-tNsBEZaRTqEWQ,hT9weRMZuJjl6Ca1EskmNA,5.0,2022-01-19 03:36:28
6kJFLAHV-tNsBEZaRTqEWQ,iZNR8-rqsBL2afDk4Zxe8A,5.0,2018-12-01 20:40:29
6kJFLAHV-tNsBEZaRTqEWQ,jS3affmkXWrBnidXA-DIfQ,4.0,2018-08-07 00:28:52
6kJFLAHV-tNsBEZaRTqEWQ,lYloPAiaWJwWgno4SdxD0Q,3.0,2018-08-18 12:23:41
6kJFLAHV-tNsBEZaRTqEWQ,nKK8tgjteduOIxALbfJNgg,5.0,2019-12-25 15:21:26
6kJFLAHV-tNsBEZaRTqEWQ,p1257iwsyKj00D_145O03w,5.0,2018-08-21 01:48:42
6kJFLAHV-tNsBEZaRTqEWQ,qBwOLby0sOJd3QG1o76W2w,3.0,2018-12-05 12:42:28
6kJFLAHV-tNsBEZaRTqEWQ,v1msvs2bf_LwGUnIcCgSEg,4.0,2019-04-18 22:36:37
6kJFLAHV-tNsBEZaRTqEWQ,vUrTGX_7HxqeoQ_6QCVz6g,4.0,2021-08-24 23:20:36
6knga-vNLcCxdQmhevWjTA,17MK8qagV374AuUA4sXuIA,4.0,2017-03-16 19:43:32
6knga-vNLcCxdQmhevWjTA,Yu401DtSmkXpJhgXnQcFrg,1.0,2015-03-02 13:26:07
6knga-vNLcCxdQmhevWjTA,sy7ADvpBA7SfHwbY-Y_5gw,5.0,2015-07-31 13:07:19
6lNZaM3sUwBpJ_2q9r-3Og,HoKH4Rk7wHfVT-60aYIYwA,1.0,2015-03-31 22:45:21
6mG7JJlJZBitRBKIWSlW3w,U3grYFIeu6RgAAQgdriHww,5.0,2015-10-02 20:56:11
6mgYTBGN1Ig2thDBCjmLwQ,bdteJqgoj0OaALhj9RFtmw,3.0,2008-01-03 06:07:01
6nRRjS8c9IhTAaImF14lFQ,Nvx2MceKWAtikcAxk_TBMg,1.0,2016-05-25 05:18:42
6nqjpmb3oK_CsJsOLJtIJA,OMpHvwN3cxkbldKbKskc5g,1.0,2020-12-19 22:30:15
6nwKICMjYAlK_yRM9YxpHg,NHb6QTrJOnyIj-Zd0fYzFg,5.0,2015-08-12 13:39:25
6owzFdzFSbsZzOL_kIp6cg,9KHTQiXutn-W51EjAfrodw,1.0,2017-01-19 18:35:29
6pbNMgTnSYrtPHDN07IXwA,5qWdftveruKnOJ9FKXcGcA,5.0,2021-08-04 12:44:56
6pbNMgTnSYrtPHDN07IXwA,D00oq_GL2RzcSiHh2QLP3A,4.0,2018-05-30 16:57:33
6pbNMgTnSYrtPHDN07IXwA,QWia-PVZBnIyIXFYtt0Orw,2.0,2019-07-02 20:33:13
6pbNMgTnSYrtPHDN07IXwA,QkyEr9j7il9lJqseTbPe5w,4.0,2018-11-26 20:20:48
6pbNMgTnSYrtPHDN07IXwA,ZslqrrUvqh7gzSPSShgmDA,5.0,2018-04-02 14:03:06
6pbNMgTnSYrtPHDN07IXwA,ckF4SrqKfSm8ndr88on1dA,1.0,2020-02-14 15:57:13
6pbNMgTnSYrtPHDN07IXwA,dA1NubF15yiyEoI1Sm_6gQ,4.0,2020-08-23 23:29:30
6pbNMgTnSYrtPHDN07IXwA,gR2MRPHvSYY1pLV1CCLVaQ,2.0,2018-03-20 20:05:24
6pbNMgTnSYrtPHDN07IXwA,gdklkhsq4C7KANfnXaTlWg,4.0,2017-01-25 12:52:09
6pbNMgTnSYrtPHDN07IXwA,n5Fdf9RzooS7obq0NecOWw,3.0,2019-04-07 19:59:56
6pbNMgTnSYrtPHDN07IXwA,pWzrmh1oiU9ngWXGHKnnwQ,4.0,2018-04-21 12:42:51
6qZBWG97olYq6HIwIzIj3Q,RQAF6a0akMiot5lZZnMNNw,3.0,2020-10-05 14:38:40
6rLcSCokJDCpwSjdiZty3g,SGPYov8J5Yl-UTo8Yogl1w,5.0,2019-06-10 13:18:47
6rvaULevZEp2OM_b7cxFeg,HTqXI5S2XcSlh_ylx9sE6g,5.0,2008-09-27 19:43:31
6s-g2vFu12OemhiK3FJuOQ,-v8dtO9BZmKidXLMohiQhQ,3.0,2010-06-29 03:18:58
6s-g2vFu12OemhiK3FJuOQ,1Fs3_bjPQwvSXZHGGlFE-A,5.0,2018-02-18 23:42:34
6s-g2vFu12OemhiK3FJuOQ,1UNJeHTsS7WS9RxRzHw06g,4.0,2010-07-21 22:02:20
6s-g2vFu12OemhiK3FJuOQ,2XYPFRm7teCUr3eGsB2-qw,5.0,2007-04-26 03:50:07
6s-g2vFu12OemhiK3FJuOQ,2pLIQ0RHSmUbF0eIRT0LYg,4.0,2011-01-26 19:09:29
6s-g2vFu12OemhiK3FJuOQ,2zocwC7qMq3LsivPn9Z-Eg,5.0,2010-06-04 17:06:08
6s-g2vFu12OemhiK3FJuOQ,3lsE-1hRI526KHKbeytPcg,3.0,2009-02-21 21:20:02
6s-g2vFu12OemhiK3FJuOQ,4_W5pstoN1166TGjjPOrMg,5.0,2008-11-13 15:04:21
6s-g2vFu12OemhiK3FJuOQ,7hpUoYdAVToZXwuPRgoqdA,5.0,2010-07-22 14:23:45
6s-g2vFu12OemhiK3FJuOQ,7lwe7n-Yc-V9E_HfLAeylg,4.0,2010-09-08 20:01:50
6s-g2vFu12OemhiK3FJuOQ,8crVeVL3pi8OFRj9c_3vxQ,4.0,2014-01-25 18:01:46
6s-g2vFu12OemhiK3FJuOQ,BsnP3lXh-QaOSgAw2t-omA,3.0,2010-02-03 05:58:45
6s-g2vFu12OemhiK3FJuOQ,CYSPKiVdoPX3erovujnE9Q,5.0,2018-07-29 15:57:52
6s-g2vFu12OemhiK3FJuOQ,CftOliRKBvSPABNzt49pdQ,4.0,2010-06-02 04:45:16
6s-g2vFu12OemhiK3FJuOQ,F_p-pLonAAzzOSnTLdJMtw,5.0,2010-08-16 19:30:02
6s-g2vFu12OemhiK3FJuOQ,HCN3XWVqv04fws8vkC4H7w,5.0,2011-01-25 17:11:30
6s-g2vFu12OemhiK3FJuOQ,IFFuw9ZIzpcWSqu2OHmjZA,3.0,2010-01-27 16:09:42
6s-g2vFu12OemhiK3FJuOQ,IkY2ticzHEn4QFn8hQLSWg,1.0,2008-03-22 15:02:43
6s-g2vFu12OemhiK3FJuOQ,JKR09pJneafnwpUg0FNEzw,4.0,2011-01-15 15:20:07
6s-g2vFu12OemhiK3FJuOQ,JrDLf5e-awIC0suNlK39Zw,4.0,2010-07-28 16:19:36
6s-g2vFu12OemhiK3FJuOQ,KWMdCTrepsB8YFBC8JBQsA,5.0,2008-08-25 01:54:49
6s-g2vFu12OemhiK3FJuOQ,LImOqXSWUq-E_eNZhTUzmQ,4.0,2011-01-12 03:54:35
6s-g2vFu12OemhiK3FJuOQ,MM_v-KIUJiXLCxnkIqPKWA,5.0,2010-02-11 14:54:34
6s-g2vFu12OemhiK3FJuOQ,QVqLR6SJZP9DyeYVR9esUg,4.0,2011-03-07 00:02:17
6s-g2vFu12OemhiK3FJuOQ,QuU-a6FEcC_aZTgZkYFeLA,4.0,2011-02-21 18:26:19
6s-g2vFu12OemhiK3FJuOQ,REiAM73RkOxFqCVlEFiRWA,4.0,2010-07-25 21:14:04
6s-g2vFu12OemhiK3FJuOQ,Rmx12lwZbs94MkPaS2o7vw,4.0,2010-05-09 04:05:33
6s-g2vFu12OemhiK3FJuOQ,SHYPQbYqbfK4CwTDjtBH7Q,4.0,2011-01-18 13:42:22
6s-g2vFu12OemhiK3FJuOQ,XVBhNSpKCMz1yJcFtgL2ng,4.0,2010-01-30 21:40:48
6s-g2vFu12OemhiK3FJuOQ,Zqd_DHAtrdzRJ8u3zwrvEA,4.0,2011-02-06 01:04:52
6s-g2vFu12OemhiK3FJuOQ,bdteJqgoj0OaALhj9RFtmw,4.0,2011-06-07 13:20:37
6s-g2vFu12OemhiK3FJuOQ,bffLbfi1IEAff5C2IHJvFA,5.0,2014-02-01 06:09:07
6s-g2vFu12OemhiK3FJuOQ,cOXc8c85Ms6dMEAJazLXHQ,3.0,2011-01-18 03:11:35
6s-g2vFu12OemhiK3FJuOQ,eLt-dwl-xxXj9nklhs2eOw,4.0,2010-01-31 06:18:40
6s-g2vFu12OemhiK3FJuOQ,eoN0GAIRV0WmwUm7FmzKgQ,5.0,2010-02-21 23:05:53
6s-g2vFu12OemhiK3FJuOQ,fBnki9kkjTfepj0HPiUMGQ,4.0,2010-07-10 18:49:52
6s-g2vFu12OemhiK3FJuOQ,fOhnSqmO4XY5vSI8whVKSA,4.0,2010-01-29 17:32:51
6s-g2vFu12OemhiK3FJuOQ,kZ1q0K13tFYG_ZJrVvsJHA,4.0,2010-09-02 14:02:56
6s-g2vFu12OemhiK3FJuOQ,luv3Y2AjoOhxYRY_u5tRJA,4.0,2011-02-06 20:13:28
6s-g2vFu12OemhiK3FJuOQ,mF8czpMukj36ovHb3lGSeg,4.0,2010-02-13 13:03:12
6s-g2vFu12OemhiK3FJuOQ,mK5gu18whrKEG8aojSzpbA,5.0,2011-02-22 18:01:32
6s-g2vFu12OemhiK3FJuOQ,oziGQYLaEWOpNmPKrZP86g,4.0,2012-11-25 19:38:20
6s-g2vFu12OemhiK3FJuOQ,pJtvP5aHophr2gjIVvX-YA,4.0,2009-07-14 11:39:48
6s-g2vFu12OemhiK3FJuOQ,poviu-6n3iaRE4gdQz6OYw,4.0,2011-02-07 14:11:19
6s-g2vFu12OemhiK3FJuOQ,sDi3UPW6imj4wGHUg7CgXg,4.0,2010-06-03 13:39:51
6s-g2vFu12OemhiK3FJuOQ,scotX4dcVT8Co0Nyy1pDYA,4.0,2011-01-29 05:10:55
6s-g2vFu12OemhiK3FJuOQ,t4kx25BuJ1MOvX3JrETzCg,3.0,2011-02-08 16:58:07
6s-g2vFu12OemhiK3FJuOQ,vCHNWdW-ys-nWUx3Cpvk8Q,4.0,2010-02-16 12:01:37
6s-g2vFu12OemhiK3FJuOQ,wopwoiKIllIzcggK7HkTmw,4.0,2010-06-28 21:47:30
6s-g2vFu12OemhiK3FJuOQ,ws7z5fLdaVgwxZ9ex3cKxw,5.0,2010-04-27 02:29:13
6s-g2vFu12OemhiK3FJuOQ,x5T4yJGM3m94btiepuZe4w,4.0,2011-01-12 13:00:55
6s-g2vFu12OemhiK3FJuOQ,xYEeA5rK8nQxSbETixCQbQ,5.0,2010-03-24 02:55:43
6s-g2vFu12OemhiK3FJuOQ,xhBnVZhXeJx_Ys9Q4vvOmA,4.0,2010-02-13 12:38:39
6s-g2vFu12OemhiK3FJuOQ,ytynqOUb3hjKeJfRj5Tshw,4.0,2011-01-18 20:39:48
6s5whJLSvZFIF0Am4RyjUg,3R-DJGoG2IPzr_SiPMtmeA,5.0,2019-03-30 19:27:12
6s5whJLSvZFIF0Am4RyjUg,3WC9HidyqFisiDxP1dcFCA,4.0,2016-02-16 18:31:19
6s_WPgmk98JxDpkVW6hgvA,qBhtpgS-GxNk38CgRVCJLw,5.0,2019-06-03 03:34:45
6tDMGnbO4m8ENlUvG7r0eA,Qkg16mN-8QR66gjzg6gMyw,5.0,2017-06-05 16:18:32
6tDMGnbO4m8ENlUvG7r0eA,v1Uesklh8DpEufYOhTq4iA,4.0,2016-04-08 20:38:32
6tItMlME4VDVBF_IypbLDw,pWuoHHu0LuVrD0HjadDygg,2.0,2020-06-20 19:48:57
6tbXpUIU6upoeqWNDo9k_A,16tjKOvMw_nOgNViq2LwOQ,5.0,2016-05-09 15:20:27
6uNH0CIK0uNGpCTg_O9HMw,9b-LZWsj75mmfMYuChXDkg,5.0,2019-07-17 00:18:13
6uX6AiQn6p1hrH_Se_VNvQ,GE-e4isVqXF3dugLO09D0g,1.0,2011-11-30 02:22:03
6urS-vMeMNMw1ogB577H7w,NHUKQ8XbbVt4Nhy7oUeGpA,3.0,2017-07-09 18:20:23
6xQRFiUE-1icDPR0uAaRIw,1FURjeGJi_LBXcJQg8eskw,5.0,2017-05-01 04:30:20
